,category,sub_category,product_item,product_name,product_price,product_per_kg/lr,shipping_cost,shipping_duration,date_time,prod_description,storage_information,manf_address,Ingredients,Calorif_val_kf,cal_val_kcal,fat,saturated_fat,carbohydrates,sugar_carbohydrates,protein,salt,product_url,product_image
34,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,EDEKA Genussmomente Cerrado Café mild & fein 500G,"7,49 €","14,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:51:38.634072,"Röstkaffe, ganze Bohnen",Hinweis zur Aufbewahrung: Kühl und trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/EDEKA-Genussmomente-Cerrado-Caf-mild-fein-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/edeka_genussmomente_cerrado_caf_mild_amp_fein_500g.jpg
36,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Jacobs Krönung Aroma-Bohnen 500G,"7,99 €","15,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:51:44.428503,Röstkaffee ganze Bohnen,,"Verantwortliches Lebensmittelunternehmen:
Jacobs Douwe Egberts DE GmbH, Langemarckstraße 4 - 20, D-28199 Bremen",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Jacobs-Kroenung-Aroma-Bohnen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/jacobsaromabohnen.jpg
37,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Cellini Espresso Crema e Aroma Bohnen 1kg,"19,99 €","19,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:51:46.283925,Original italienscher Espresso-Kaffee in Bohnen,Hinweis zur Aufbewahrung: Vor direkter Sonneneinstrahlung und Wärme schützen. Nach dem Öffnen möglichst innerhalb von 2-4 Wochen verbrauchen.,"Verantwortliches Lebensmittelunternehmen:
Cellini S.p.A., Lungotorrente Secca 3r, 16163 Genova, Italia",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Cellini-Espresso-Crema-e-Aroma-Bohnen-1kg.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/cremaearomafront.jpg
38,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Schweitzers Schüümli naturmild Bohnen 500G,"7,69 €","15,38 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:51:48.560866,Röstkaffee in Bohnen,"Hinweis zur Aufbewahrung: Kühl, trocken unf vor Licht geschützt lagern. Packung nach dem Öffnen wieder gut verschliessen. Zum raschen Verbrauch bestimmt.","Verantwortliches Lebensmittelunternehmen:
Swiss Industries GmbH, D-79576 Weil am Rhein.",Zutatenverzeichnis: Röstkaffee,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Schweitzers-Schueuemli-naturmild-Bohnen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/schweitzschmlinaturmildbohne.jpg
39,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Schweitzers Schüümli Espresso Bohnen 1KG,"16,99 €","16,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:51:50.209176,Röstkaffee in Bohnen,"Hinweis zur Aufbewahrung: Kühl, trocken und vor Licht geschützt lagern. Packung nach dem Öffnen wieder gut verschliessen. Zum raschen Verbrauch bestimmt.","Verantwortliches Lebensmittelunternehmen:
Swiss Industries GmbH, D-79576 Weil am Rhein.",Zutatenverzeichnis: Röstkaffee,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Schweitzers-Schueuemli-Espresso-Bohnen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/schweitzschmliespressbohne.jpg
41,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Schümli Crema Kaffee ganze Bohnen 1KG,"14,99 €","14,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:51:53.503573,Röstkaffee in Bohnen. 100% Arabica.,"Hinweis zur Aufbewahrung: Kühl, trocken und vor Licht geschützt lagern.","Verantwortliches Lebensmittelunternehmen:
Delica AG, Hafenstrasse 120, 4127 Birsfelden (Schweiz)",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Schuemli-Crema-Kaffee-ganze-Bohnen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/schmli_crema_kaffee_ganze_bohnen_1kg.jpg
44,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Lavazza Caffe Qualita Rossa Bohnen 1KG,"17,49 €","17,49 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:01.317512,Kaffeebohnen.,Hinweis zur Aufbewahrung: trocken und kühl,"Verantwortliches Lebensmittelunternehmen:
LUIGI LAVAZZA S.p.A., C. SO NOVARA, 59- 10154 TORINO - ITALIA",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Lavazza-Caffe-Qualita-Rossa-Bohnen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/lavazza_caffe_qualita_rossa_ganze_bohnen.jpg
45,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Dallmayr Prodomo Caffee Crema ganze Bohnen 1kg,"17,99 €","17,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:03.823055,-,,,,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Dallmayr-Prodomo-Caffee-Crema-ganze-Bohnen-1kg.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/dallmayr_prodomo_caffee_crema_ganze_bohnen_1kg.jpg
46,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Jacobs Barista Editions Espresso Bohne 1KG,"16,99 €","16,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:05.886432,"Röstkaffee, ganze Bohnen.","Hinweis zur Aufbewahrung: Geöffnete Packung gut verschlossen, kühl und trocken aufbewahren.","Verantwortliches Lebensmittelunternehmen:
JACOBS DOUWE EGBERTS, Oosterdoksstraat 80, NL-1011 DK Amsterdam Langemarckstraße 4-20, D-28199 Bremen",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Jacobs-Barista-Editions-Espresso-Bohne-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/jacobs_barista_editions_espresso_ganze_bohne.jpg
48,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Cellini Espresso Prestigio 100% Arabica Bohnen 1kg,"20,99 €","20,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:09.342676,"Original italienscher Espresso-Kaffee in Bohnen, vakuumverpackt",,"Verantwortliches Lebensmittelunternehmen:
CELLINI Deutschland GmbH, Friedrich-Legahn-Strasse 22, D-22587 Hamburg",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Cellini-Espresso-Prestigio-100-Arabica-Bohnen-1kg.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/celliniprestigio.jpg
49,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Lavazza Espresso Barista Gran Crema ganze Bohne 1KG,"18,99 €","18,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:11.215125,Geröstete Kaffeebohnen.,,"Verantwortliches Lebensmittelunternehmen:
Luigi Lavazza S.p.A, IT-10152 Torino",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Lavazza-Espresso-Barista-Gran-Crema-ganze-Bohne-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/lavazza_espresso_perfetto_ganze_bohne_1kg.jpg
50,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Dallmayr Espresso d'Oro ganze Bohnen 1 kg,"17,99 €","17,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:13.395354,Röstkaffee ganze Bohnen,,"Verantwortliches Lebensmittelunternehmen:
Alois Dallmayr Kaffee OHG, Dienerstr. 14-15, D-80331 München",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Dallmayr-Espresso-d-Oro-ganze-Bohnen-1-kg.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/dallmayr_espresso_d039oro_ganze_bohnen.jpg
51,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Gepa Bio Cafe Crema 1KG,"25,99 €","25,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:14.917219,-,,"Verantwortliches Lebensmittelunternehmen:
GEPA - The Fair Trade Company, GEPA-Weg 1, D-42327 Wuppertal",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Gepa-Bio-Cafe-Crema-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/gepabiocaffecrema.jpg
52,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Segafredo Zanetti Selezione Crema Kaffee ganze Bohnen 1 kg,"20,99 €","20,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:16.490073,ungemahlener Röstkaffee,,"Verantwortliches Lebensmittelunternehmen:
Segafredo Zanetti Deutschland GmbH, D-80686 München",Zutatenverzeichnis: Röstkaffeebohnen,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Segafredo-Zanetti-Selezione-Crema-Kaffee-ganze-Bohnen-1-kg.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/segafredo_zanetti_selezione_crema_kaffee_ganze_bohnen.jpg
53,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Lavazza Barista Caffe Crema Delicato ganze Bohnen 1KG,"18,99 €","18,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:18.213192,Geröstete Kaffeebohnen.,Hinweis zur Aufbewahrung: Nach dem Öffnen kühl und trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
Luigi lavazza S.p.A., Via Bologna 32, 10152 Torino (Italien)",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Lavazza-Barista-Caffe-Crema-Delicato-ganze-Bohnen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/lavazzabaristadelicato.jpg
54,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Jacobs Barista Edition Crema Tropical Fusion ganze Bohne 1KG,"16,99 €","16,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:20.082236,"Röstkaffee, ganze Bohnen","Hinweis zur Aufbewahrung: Geöffnete Packung gut verschlossen,kühl und trocken aufbewahren.","Verantwortliches Lebensmittelunternehmen:
Jacobs Douwe Egberts, Oosterdoksstraat 80, 1011 DK Amsterdam",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Jacobs-Barista-Edition-Crema-Tropical-Fusion-ganze-Bohne-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/jacobstropicalfusion.jpg
55,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Cellini Classico Espresso Bohnen 1KG,"18,99 €","18,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:21.803507,"Original italienscher Espresso-Kaffee in Bohnen, vakuumverpackt",,"Verantwortliches Lebensmittelunternehmen:
CELLINI Deutschland GmbH, Friedrich-Legahn-Strasse 22, D-22587 Hamburg",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Cellini-Classico-Espresso-Bohnen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/celliniclassico.jpg
56,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Sansibar Caffè Crema ganze Bohnen 1 kg,"19,99 €","19,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:23.625028,Röstkaffee in ganzen Bohnen,,"Verantwortliches Lebensmittelunternehmen:
J. J. Darboven GmbH & Co. KG, Pinkertweg 13, D-22113 Hamburg",,194,811,"13,4",5,"1,5","1,5",14,"0,03",https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Sansibar-Caff-Crema-ganze-Bohnen-1-kg.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/sansibarcc.jpg
57,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Segafredo Zanetti Intermezzo Bohnen 1KG,"17,99 €","17,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:25.871664,Röstkaffee ganze Bohnen.,,"Verantwortliches Lebensmittelunternehmen:
Segafredo Deutschland GmbH, Fürstenrieder Straße 61, D-80686 München",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Segafredo-Zanetti-Intermezzo-Bohnen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/segafredo-intermezzo.jpg
58,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Eilles Caffè Crema ganze Bohne 1kg,"17,99 €","17,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:28.159263,Röstkaffee in ganzen Bohnen,,"Verantwortliches Lebensmittelunternehmen:
J. J. Darboven GmbH & Co. KG, 22113 Hamburg",,194,811,"13,4",5,"1,5","1,5",14,"0,03",https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Eilles-Caff-Crema-ganze-Bohne-1kg.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/eillescc.jpg
59,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Schweitzers Schüümli Espresso 100% Arabica Bohnen 1KG,"16,99 €","16,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:30.636673,-,,"Verantwortliches Lebensmittelunternehmen:
Delica AG, Hafenstrasse 120, CH-4127 Birsfelden",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Schweitzers-Schueuemli-Espresso-100-Arabica-Bohnen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/schweitzschmliespressarabicabohne.jpg
62,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Lavazza Caffe Crema Gustoso Bohnen 1KG,"15,99 €","15,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:35.594166,Kaffeebohnen,,"Verantwortliches Lebensmittelunternehmen:
LUIGI LAVAZZA S.p.A., C. SO NOVARA, 59- 10154 TORINO - ITALIA",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Lavazza-Caffe-Crema-Gustoso-Bohnen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/caffecrema_gustoso_1000g_front_ean_8000070027701.jpg
63,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Segafredo Zanetti Selezione Espresso Forte E Intenso Bohnen 1KG,"20,99 €","20,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:40.293907,Ungemahlener Röstkaffee,Hinweis zur Aufbewahrung: Vor Wärme geschützt und trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
Segafredo Zanetti Deutschland GmbH, Zielstattstr. 42, 81379 München",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Segafredo-Zanetti-Selezione-Espresso-Forte-E-Intenso-Bohnen-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/segafredo_zanetti_selezione_oro_kaffee_ganze_bohnen_1_kg.jpg
64,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Dallmayr Home Barista Caffee Crema Dolce ganze Bohne 1KG,"15,99 €","15,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:43.092103,-,,"Verantwortliches Lebensmittelunternehmen:
Alois Dallmayer, Dienerstrasse 14-15, 80331 München",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Dallmayr-Home-Barista-Caffee-Crema-Dolce-ganze-Bohne-1KG.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/dallmayr_home_barista_caffee_crema_dolce_rainforest_alliance_identity_preserved_ganze_bohne_1kg.jpg
65,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Cellini Espresso Crema Speciale Ganze Bohnen 1kg,"18,99 €","18,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:45.132803,Original italienscher Espresso-Kaffee in Bohnen,Hinweis zur Aufbewahrung: Vor direkter Sonneneinstrahlung und Wärme schützen. Nach dem Öffnen möglichst innerhalb von 2-4 Wochen verbrauchen.,"Verantwortliches Lebensmittelunternehmen:
CELLINI Deutschland GmbH, Friedrich-Legahn-Strasse 22, D-22587 Hamburg",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Cellini-Espresso-Crema-Speciale-Ganze-Bohnen-1kg.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/cellinicremaspeciale.jpg
66,Lebensmittel,Kaffee & Tee,Kaffee ganze Bohnen,Melitta BellaCrema Espresso ganze Bohnen 1kg,"11,99 €","11,99 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:47.013912,Röstkaffee in ganzen Bohnen,,"Verantwortliches Lebensmittelunternehmen:
Melitta Europa GmbH & Co.KG Geschäftsbereich Kaffee, Dortmunder Str. 1, 28199 Bremen",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-ganze-Bohnen/Melitta-BellaCrema-Espresso-ganze-Bohnen-1kg.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/melitta_bellacrema_espresso_ganze_bohnen_1kg(1).jpg
68,Lebensmittel,Kaffee & Tee,Kaffee gemahlen / Instant,Schweitzers Schüümli naturmild gemahlen 500G,"7,69 €","15,38 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:51.928925,Röstkaffee gemahlen,"Hinweis zur Aufbewahrung: Kühl, trocken und vor Licht geschützt lagern. Packung nach dem Öffnen wieder gut verschliessen. Zum raschen Verbrauch bestimmt.","Verantwortliches Lebensmittelunternehmen:
Swiss Industries GmbH, D-79576 Weil am Rhein.",Zutatenverzeichnis: Röstkaffee,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-gemahlen-Instant/Schweitzers-Schueuemli-naturmild-gemahlen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/schweitzschmlinaturmildgem..jpg
69,Lebensmittel,Kaffee & Tee,Kaffee gemahlen / Instant,Nescafé Classic 200G,"8,49 €","42,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:54.056732,Löslicher Bohnenkaffee,Hinweis zur Aufbewahrung: Trocken lagern. Vor Wärme schützen.,"Verantwortliches Lebensmittelunternehmen:
Nestlé Deutschland AG, 60523 Frankfurt am Main",Zutatenverzeichnis: löslicher Bohnenkaffee,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-gemahlen-Instant/Nescaf-Classic-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/nescaf_classic_200_g.jpg
70,Lebensmittel,Kaffee & Tee,Kaffee gemahlen / Instant,Mövenpick Der Himmlische Kaffee gemahlen 500G,"8,99 €","17,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:55.839234,Röstkaffee gemahlen,,"Verantwortliches Lebensmittelunternehmen:
J. J. Darboven GmbH & Co. KG, Pinkertweg 13, D-22113 Hamburg",Zutatenverzeichnis: Kaffeebohnen,811,194,"13,4",5,"1,5","1,5",14,"0,03",https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-gemahlen-Instant/Moevenpick-Der-Himmlische-Kaffee-gemahlen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/mvenpick_der_himmlische_kaffee_gemahlen_500g.jpg
71,Lebensmittel,Kaffee & Tee,Kaffee gemahlen / Instant,Dallmayr Kaffee Prodomo gemahlen 500G,"8,49 €","16,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:52:58.155440,Kaffee geröstet,Hinweis zur Aufbewahrung: kühl und trocken lagern,"Verantwortliches Lebensmittelunternehmen:
Alois Dallmayr Kaffee OHG, Dienerstr. 14-15, D-80331 München",Zutatenverzeichnis: Röstkaffee,749,180,13,"5,9",24,"1,5",9,"0,03",https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-gemahlen-Instant/Dallmayr-Kaffee-Prodomo-gemahlen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/dallmayr_kaffee_prodomo_gemahlen.jpg
72,Lebensmittel,Kaffee & Tee,Kaffee gemahlen / Instant,Melitta Kaffee Auslese klassisch gemahlen 500G,"6,49 €","12,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:53:00.350103,Röstkaffee gemahlen.,,"Verantwortliches Lebensmittelunternehmen:
Melitta Europa GmbH & Co. KG, Dortmunderstraße 1, 28199 Bremen",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-gemahlen-Instant/Melitta-Kaffee-Auslese-klassisch-gemahlen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/4002720002261_fika_auslese_klassisch_500g.jpg
74,Lebensmittel,Kaffee & Tee,Kaffee gemahlen / Instant,Dallmayr Kaffee Classic gemahlen 500G,"7,99 €","15,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:53:03.896869,Kaffee geröstet,,"Verantwortliches Lebensmittelunternehmen:
Alois Dallmayr Kaffee OHG, Dienerstr. 14-15, D-80331 München",Zutatenverzeichnis: Kaffeebohnen keine deklarationspflichtigen Allergene enthalten,180,749,13,"5,9",24,"1,5",9,"0,03",https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-gemahlen-Instant/Dallmayr-Kaffee-Classic-gemahlen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/dallmayr_kaffee_classic_gemahlen.jpg
75,Lebensmittel,Kaffee & Tee,Kaffee gemahlen / Instant,Nescafé Classic Crema 200G,"8,49 €","42,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:53:05.857269,100% Löslicher Bohnenkaffee,Hinweis zur Aufbewahrung: Trocken lagern. Vor Wärme schützen.,"Verantwortliches Lebensmittelunternehmen:
Nestlé Deutschland AG, 60523 Frankfurt am Main",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-gemahlen-Instant/Nescaf-Classic-Crema-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/nescafecrema.jpg
76,Lebensmittel,Kaffee & Tee,Kaffee gemahlen / Instant,Jacobs Krönung Kaffee gemahlen 500G,"7,99 €","15,98 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:53:07.994822,Röstkaffee gemahlen,,"Verantwortliches Lebensmittelunternehmen:
Jacobs Douwe Egberts DE GmbH, Langemarckstraße 4 - 20, D-28199 Bremen",,,,,,,,,,https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-gemahlen-Instant/Jacobs-Kroenung-Kaffee-gemahlen-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/krnunggemahlen.png
77,Lebensmittel,Kaffee & Tee,Kaffee gemahlen / Instant,Linde's Kornkaffee mit Zichorie 500G,"3,19 €","6,38 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-02 22:53:09.615507,-,Hinweis zur Aufbewahrung: Trocken lagern. Vor Wärme schützen.,"Verantwortliches Lebensmittelunternehmen:
Nestlé Deutschland AG, 60523 Frankfurt a. Main","Zutatenverzeichnis: GERSTENMALZ, GERSTE, ROGGEN, Zichorie (17,5%).",1410,335,2,"0,6",58,"2,7","9,7","0,05",https://www.edeka24.de/Lebensmittel/Kaffee-Tee/Kaffee-gemahlen-Instant/Linde-s-Kornkaffee-mit-Zichorie-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/linde039s_kornkaffee_mit_zichorie_500_g.jpg
